question,expected,model,correct,repeated,hallucination,rouge1,bleu,semantic
What did the antitrust investigation follow an open letter about from OpenAI employees?,Concerns about the rapid AI advancements and lack of oversight,Concerns about the rapid Al advancements and lack of oversight,False,False,True,0.9,0.6580370064762462,0.5631142258644104
What amount of shares of Nebius Group did Nvidia buy in November 2024?,1.2 million shares,1.2 million,False,False,True,0.8571428571428571,0.19180183554164504,0.6858482360839844
"Where was Nvidia ranked on Forbes' ""Best Places to Work"" list in 2024?",#3,Not found in document.,False,False,True,0.0,0.0,0.06816902756690979
What two U.S. Senators criticized a proposed Nvidia facility in Shanghai in May 2025?,Jim Banks and Elizabeth Warren,Jim Banks and Elizabeth Warren,True,False,True,1.0,1.0,1.0
What two core areas did Huang say the Cambridge-1 supercomputer would serve as a hub of innovation for the UK?,Critical healthcare and drug discovery,critical healthcare and drug discovery,True,False,True,1.0,1.0,1.0
What did Nvidia's acquisition of Mellanox Technologies substantially expand its footprint in?,The high-performance computing market,the high-performance computing market,True,False,True,1.0,1.0,1.0
What did Nvidia claim about the new RTX Studio laptops announced in May 2019 compared to a top-end MacBook Pro?,The new laptop is seven times faster than a top-end MacBook Pro with a Core i9 and AMD's Radeon Pro Vega 20 graphics in apps like Maya and RedCine-X Pro.,Not found in document.,False,False,True,0.054054054054054064,0.0002885838248052492,-0.013369102962315083
What was the key feature of the GeForce 256 (NV10) that made it notable for consumer-level 3D hardware?,Introducing onboard transformation and lighting (T&L),introducing onboard transformation and lighting (T&L) to consumer-level 3D hardware,True,False,False,0.7368421052631579,0.6767781116542884,0.8473653793334961
"What memory type did the GTX 1080 and GTX 1070 use, respectively?",GDDR5X (GTX 1080) and GDDR5 (GTX 1070),GDDR5,False,False,True,0.25,8.07337603138401e-06,0.6279122233390808
What two actions did the Cyberspace Administration of China (CAC) instruct companies to end regarding the RTX Pro 6000D in September 2025?,Ending both testing and orders of the RTX Pro 6000D,testing and orders of the RTX Pro 6000D,True,False,False,0.888888888888889,0.7788007830714049,0.8318523168563843
Who is the former director of NASA Johnson Space Center and a director on Nvidia's board as of November 2024?,Ellen Ochoa,Ellen Ochoa,True,False,True,1.0,0.316227766016838,1.0000001192092896
What did Nvidia's deep learning technology lead to in its 2017 earnings?,A boost in its 2017 earnings,a boost,False,False,False,0.5,0.04279677428117006,0.615527331829071
What was the purpose of the Nvidia DGX-1 supercomputer produced in April 2016?,To improve the ability of users to use deep learning by combining GPUs with integrated deep learning software.,improve the ability of users to use deep learning by combining GPUs with integrated deep learning software,True,False,False,0.9714285714285714,0.8890097654027757,0.9842604994773865
What was the number of processing cores in Microsoft's N series GPU servers based on Nvidia's Tesla K80s in 2016?,4992 processing cores (per server),4992,False,False,True,0.33333333333333337,0.0004407913958354948,0.22784817218780518
What was the total number of members in the Nvidia Inception Program as of August 2021?,"Over 8,500 members","8,500",False,False,True,0.6666666666666666,0.024066394763145416,0.5241925716400146
What was the official name of the open-source ventilator developed by Nvidia in May 2020?,An open-source ventilator (no specific name provided in the text),"The document does not provide a specific name, only describes it as an open-source ventilator",True,False,False,0.5925925925925926,0.08012120435729668,0.8751494288444519
What did Nvidia announce in October 2023 that they had quietly begun designing?,ARM-based central processing units (CPUs) for Microsoft's Windows operating system,ARM-based central processing units (CPUs),True,False,True,0.6666666666666666,0.42437284567694994,0.8823846578598022
What was the amount of the civil charges settlement Nvidia agreed to pay the SEC regarding improper disclosures about cryptomining?,\$5.5 million,$5.5 million,True,False,False,1.0,0.40293516672844226,0.9582909345626831
"How did Nvidia's market capitalization on July 10, 2025, compare to the combined value of all publicly traded companies in the United Kingdom?",Nvidia was worth more than the combined value of all publicly traded companies in the United Kingdom.,Not found in document.,False,False,True,0.09523809523809523,0.00474565906277448,-0.008434670977294445
What did AWS's P2 instance use when it was produced in late 2016?,Up to 16 Nvidia Tesla K80 GPUs,up to 16 Nvidia Tesla K80 GPUs,True,False,True,1.0,1.0,1.0
What were the three types of open-source projects listed in the document?,"Nouveau, NVDLA, PhysX, VDPAU, Vibrante, GROOT, and garak.",Nouveau NVDLA PhysX VDPAU Vibrante GROOT garak,True,False,True,0.9333333333333333,0.017134369878084976,0.7246726751327515
What two reasons did the European Commission state for opening a competition investigation into the proposed Arm takeover in October 2021?,It could restrict competitors' access to Arm's products and provide Nvidia with too much internal information on its competitors.,Nvidia's acquisition could restrict competitors' access to Arm's products and provide Nvidia with too much internal information on its competitors due to their deals with Arm,True,False,False,0.7916666666666667,0.6720521432288725,0.8991458415985107
"What two U.S. government agencies began antitrust investigations into Nvidia, Microsoft and OpenAI in June 2024?",The Federal Trade Commission (FTC) and the Justice Department (DOJ),Federal Trade Commission (FTC) and the Justice Department (DOJ),True,False,False,0.9473684210526316,0.925961078642316,0.9853801727294922
"What did the probes into Nvidia, Microsoft and OpenAI in June 2024 center on?",The companies' conduct rather than mergers,the companies' conduct rather than mergers,True,False,True,1.0,1.0,1.0
What did the antitrust investigation follow an open letter about from OpenAI employees?,Concerns about the rapid AI advancements and lack of oversight,Concerns about the rapid Al advancements and lack of oversight,False,False,True,0.9,0.6580370064762462,0.5631142258644104
What amount of shares of Nebius Group did Nvidia buy in November 2024?,1.2 million shares,1.2 million,False,False,True,0.8571428571428571,0.19180183554164504,0.6858482360839844
"Where was Nvidia ranked on Forbes' ""Best Places to Work"" list in 2024?",#3,Not found in document.,False,False,True,0.0,0.0,0.06816902756690979
"What was the value of Nvidia's market cap on January 7, 2025, compared to the combined value of AMD, ARM, Broadcom, and Intel?","More than double the combined value of AMD, ARM, Broadcom, and Intel.",$3.66 trillion,False,False,False,0.0,0.0,0.2788979113101959
"What did DeepSeek's AI assistant, using the V3 model, surpass as the highest-rated free app in the U.S. on Apple's App Store?",ChatGPT,ChatGPT,True,False,True,1.0,0.1778279410038923,1.0
Who is the lead independent director of Nvidia's board of directors as of November 2024?,Stephen Neal,Stephen Neal,True,False,True,1.0,0.316227766016838,1.0000001192092896
What types of products and services does the Shield product family include?,"Gaming hardware including the Shield Portable, Shield Tablet and Shield TV","gaming hardware including the Shield Portable, Shield Tablet and Shield TV",True,False,False,1.0,1.0,1.0
Which of Nvidia's open-source projects allows for proper power management and GPU reclocking for Turing and newer graphics card generations?,Nouveau,Nvidia's firmware was implemented in nouveau in 2023,False,False,False,0.19999999999999998,0.023980296761827107,0.5546380281448364
"What was the main reason the Xbox contract was problematic for Nvidia, despite the \$200 million advance?",The project took many of its best engineers away from other projects.,The project took many of its best engineers away from other projects,True,False,True,1.0,0.9200444146293233,0.9706398844718933
"What company did Nvidia acquire in July 2002, whose personnel were merged into the Cg project?",Exluna,Exluna,True,False,True,1.0,0.1778279410038923,1.0
What company did Nvidia acquire in August 2003 for approximately US\$70 million?,MediaQ,MediaQ,True,False,True,1.0,0.1778279410038923,1.0
Who was the founder of Nvidia who was previously a director of CoreWare at LSI Logic and a microprocessor designer at AMD?,Jensen Huang,Jensen Huang,True,False,True,1.0,0.316227766016838,1.0
What was the market capitalization of Nvidia in November 2023?,\$1.2 trillion,$1 trillion,True,False,False,0.8,0.09681772177713914,0.9144428968429565
What was the name of the supercomputer line created by Nvidia that began with the DGX-1 in April 2016?,DGX,DGX,True,False,False,1.0,0.1778279410038923,1.0
What are the three sizes of the Llama-3.1-Nemotron-Ultra-253B-v1 model released in April 2025?,"Nano, Super and Ultra","Nano, Super and Ultra",True,False,False,1.0,1.0,1.0000001192092896
What was the key feature that set the NV1 apart from competitors?,It was designed to process quadrilateral primitives (forward texture mapping).,Quadrilateral primitives (forward texture mapping),True,False,True,0.6666666666666666,0.42437284567694994,0.793907642364502
What happened to the RIVA 128 one month after its release in August 1997?,Nvidia had only enough money left for one month's payroll.,Nvidia had only enough money left for one month's payroll,True,False,True,1.0,0.9131007162822624,0.9660788774490356
What was the estimated amount of capital expenditures major technology companies were committing to for purchasing tens or hundreds of thousands of Nvidia GPUs in January 2024?,Billions of dollars,billions,True,False,False,0.5,0.024066394763145416,0.8536621332168579
What are the two types of professional GPUs that Nvidia offers?,"Professional GPUs for edge computing, scientific research, and industrial applications","edge computing, scientific research, and industrial applications",False,False,True,0.8235294117647058,0.7165313105737893,0.6942463517189026
"What products does Nvidia develop for data science, high-performance computing, and mobile/automotive applications, besides GPUs and SoCs?",Application programming interfaces (APIs),"Graphics processing units (GPUs), systems on chips (SoCs), and application programming interfaces (APIs)",False,False,False,0.47058823529411764,0.22374677077485583,0.5079072713851929
Who are the top three largest shareholders of Nvidia in early 2024?,"The Vanguard Group, BlackRock, and Fidelity Investments",The Vanguard Group (8.280%) BlackRock (5.623%) Fidelity Investments (5.161%),True,False,False,0.631578947368421,0.07036147891341805,0.8972404599189758
How many employees did Nvidia have in the fiscal year 2024?,"29,600",Not found in document.,False,False,True,0.0,0.0,0.050159625709056854
